,text,label
4939,Certidão de Publicação Expedida Relação :0085/2017 Data da Disponibilização: 21/11/2017 Data da Publicação: 22/11/2017 Número do Diário: 2472 Página: 505/506,H:Ativo
4940,Ofício Expedido Ofício - IIRGD - Decisão - Crime,H:Arquivado
4941,Ofício Juntado,H:Ativo
4942,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 2 volumes - guia 0000202113/15 Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
4943,Arquivado Definitivamente MAÇO 1697/16 - R 9001965072455,H:Arquivado
4944,Remetidos os Autos para a Contadoria,H:Ativo
4945,Serventuário MINUTA 19/12/2018,H:Ativo
4946,Baixa Definitiva,H:Arquivado
4947,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
4948,Tipo do Movimento:Ato Ordinatório Praticado Descrição:Ao M.Público.,H:Ativo
4949,Arquivado Definitivamente,H:Arquivado
4950,Ato Publicado Relação :0087/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: 2289 Página:,H:Ativo
4951,Arquivado Definitivamente,H:Arquivado
4952,Trânsito em Julgado às partes - com Baixa Trânsito em julgado 06/07/2017 Arquivado maço 3786/2017,H:Arquivado
4953,Documento Juntado Nº Protocolo: WFPA.19.80038920-2 Tipo da Petição: Petições Diversas Data: 28/03/2019 17:43,H:Ativo
4954,Guia Juntada,H:Arquivado
4955,Arquivado Definitivamente,H:Arquivado
4956,Recebidos os Autos do Distribuidor local,H:Ativo
4957,Suspensão do Prazo Prazo referente ao usuário foi alterado para 08/04/2019 devido à alteração da tabela de feriados,H:Ativo
4958,Certidão de Publicação Expedida Relação :0110/2019 Data da Disponibilização: 13/02/2019 Data da Publicação: 14/02/2019 Número do Diário: 2748 Página: 937,H:Arquivado
4959,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
4960,Certidão de Publicação Expedida Relação :0597/2018 Data da Disponibilização: 23/01/2019 Data da Publicação: 24/01/2019 Número do Diário: 2734 Página: 1529/1538,H:Ativo
4961,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
4962,Arquivado Definitivamente,H:Arquivado
4963,Recebidos os Autos do Tribunal de Justiça Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 10ª Vara de Fazenda Pública,H:Ativo
4964,Certidão de Publicação Expedida Relação :0072/2019 Data da Disponibilização: 28/03/2019 Data da Publicação: 29/03/2019 Número do Diário: Página:,H:Ativo
4965,Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:243/247,H:Ativo
4966,Arquivado Definitivamente,H:Arquivado
4967,Autos no Prazo,H:Suspenso
4968,Petição Juntada,H:Ativo
4969,Arquivado Definitivamente,H:Arquivado
4970,Trânsito em Julgado às partes - Suspenso Certidão - Trânsito em Julgado,H:Arquivado
4971,Certidão de Publicação Expedida Relação :0011/2019 Data da Disponibilização: 30/01/2019 Data da Publicação: 31/01/2019 Número do Diário: 2738 Página: 1658/1659,H:Ativo
4972,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
4973,Certidão de Publicação Expedida Relação :0352/2017 Data da Disponibilização: 20/09/2017 Data da Publicação: 21/09/2017 Número do Diário: 2434 Página: 725/738,H:Arquivado
4974,Serventuário juntada de petição,H:Ativo
4975,Certidão de Publicação Expedida Relação :0021/2018 Data da Disponibilização: 08/02/2018 Data da Publicação: 09/02/2018 Número do Diário: 2513 Página: 4075/4084,H:Arquivado
4976,Carta Precatória Juntada cumprida parcialmente,H:Ativo
4977,Comprovante de Depósito Juntado,H:Ativo
4978,Arquivado Definitivamente,H:Arquivado
4979,Arquivado Definitivamente,H:Arquivado
4980,Certidão de Publicação Expedida Relação :0236/2019 Data da Disponibilização: 28/02/2019 Data da Publicação: 01/03/2019 Número do Diário: Caderno 04 Página: 1217,H:Ativo
4981,Certidão Certidão,H:Ativo
4982,Arquivado Definitivamente,H:Arquivado
4983,Arquivado Definitivamente,H:Arquivado
4984,Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 22 transitou em julgado em 30/05/2016. Certifico ainda que o processo foi baixado definitivamente no sistema. Nada Mais.,H:Arquivado
4985,Certidão de Cartório Expedida Certidão 2 - Com Remessa,H:Ativo
4986,Ofício Juntado,H:Ativo
4987,Baixa Definitiva,H:Arquivado
4988,Certidão de Remessa da Intimação Para o Portal Eletrônico Expedida Certidão - Remessa da Intimação para o Portal Eletrônico,H:Ativo
4989,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
4990,Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.,H:Ativo
4991,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 6ª Vara de Fazenda Pública,H:Ativo
4992,Mensagem Eletrônica (e-mail) Juntada,H:Ativo
4993,Baixa Definitiva edital outubro/16 - conhecimento ( M9),H:Arquivado
4994,Arquivado Definitivamente,H:Arquivado
4995,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
4996,Certidão de Objeto e Pé Expedida Certidão - Objeto e Pé - Cível,H:Arquivado
4997,Arquivado Definitivamente cumprimento de sentença,H:Arquivado
4998,Arquivado Definitivamente Extinto,H:Arquivado
4999,Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho,H:Arquivado
5000,Certidão de Publicação Expedida Relação :0014/2018 Data da Disponibilização: 14/02/2018 Data da Publicação: 15/02/2018 Número do Diário: 2515 Página: 1058/1089,H:Ativo
5001,Certidão de Publicação Expedida Relação :0013/2015 Data da Disponibilização: 05/05/2015 Data da Publicação: 06/05/2015 Número do Diário: 1877 Página: 2057/2061,H:Ativo
5002,Petição Juntada Nº Protocolo: WFPA.19.70153769-6 Tipo da Petição: Petições Diversas Data: 27/03/2019 19:49,H:Ativo
5003,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª Vara da Família e Sucessões,H:Suspenso
5004,Arquivado Definitivamente,H:Arquivado
5005,Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª. Vara de Família e Sucessões,H:Ativo
5006,Arquivado Definitivamente Arquivado nos termos da r. decisão de fls.252.,H:Arquivado
5007,Arquivado Definitivamente ARQUIVADO NA CX 5624/2017 EM 17/02/2017,H:Arquivado
5008,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
5009,Arquivado Provisoriamente,H:Suspenso
5010,Tipo do Movimento:Vista ao AdvogadoAdvogado:RJ132045 - RENATA LOPES COSTA ,H:Ativo
5011,Petição Juntada Nº Protocolo: WFPA.19.80040638-7 Tipo da Petição: Petições Diversas Data: 01/04/2019 18:28,H:Ativo
5012,Certidão de Publicação Expedida Relação :0047/2019 Data da Disponibilização: 20/02/2019 Data da Publicação: 21/02/2019 Número do Diário: 2753 Página: 451/465,H:Ativo
5013,"Certidão de Trânsito em Julgado com Baixa Expedida-Art. 485, I, IV, VI e IX do CPC. Certidão - Trânsito em Julgado com Baixa - Sem Resolução do Mérito - Art. 485, I, IV, VI e IX do CPC - Processo Digital",H:Arquivado
5014,Arquivado Definitivamente,H:Arquivado
5015,Recebidos os Autos da Conclusão Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª Vara de Fazenda Pública,H:Suspenso
5016,Arquivado Definitivamente,H:Arquivado
5017,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
5018,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:5943Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
5019,Arquivado Definitivamente REMETIDO AO ARQUIVO 1 A 3 VOLUMES,H:Arquivado
5020,Tipo do Movimento:Publicado  Despacho Folhas do DJERJ.:242/250,H:Ativo
5021,Certidão de Publicação Expedida Relação :1427/2017 Data da Disponibilização: 08/08/2017 Data da Publicação: 09/08/2017 Número do Diário: 2405 Página: 1162/1168,H:Ativo
5022,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5023,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5024,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª. Vara Judicial,H:Ativo
5025,Arquivado Provisoriamente,H:Suspenso
5026,Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.,H:Ativo
5027,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5028,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório do Setor de Execuções contra a FazPública,H:Ativo
5029,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados PACOTE 11980/15 (2 VOLS.),H:Arquivado
5030,Arquivamento Provisório - Cumprimento de Sentença Digital ag. provocação em arquivo 24/01/17,H:Suspenso
5031,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5032,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 9ª Vara de Fazenda Pública,H:Ativo
5033,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5034,Trânsito em Julgado às partes Certidão - Trânsito em Julgado,H:Arquivado
5035,Autos no Prazo PRAZO 10/04/2019 Vencimento: 10/05/2019,H:Ativo
5036,Certidão de Cartório Expedida Certifico e dou fé que a r. Sentença às fls. 159/161 transitou em julgado. Nada Mais.,H:Ativo
5037,Arquivado Provisoriamente,H:Suspenso
5038,Certidão de Publicação Expedida Relação :0246/2015 Data da Disponibilização: 11/08/2015 Data da Publicação: 12/08/2015 Número do Diário: 1943 Página: 1510/20,H:Arquivado
5039,Arquivado Definitivamente,H:Arquivado
5040,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5041,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 1º ao 2º vol Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5042,Arquivado Definitivamente,H:Arquivado
5043,Petição Juntada Juntada a petição diversa - Tipo: Petição Intermediária em Procedimento Comum - Número: 80000 - Protocolo: FFPA18001301322,H:Ativo
5044,Arquivado Definitivamente,H:Arquivado
5045,Arquivado Definitivamente,H:Arquivado
5046,"Ato ordinatório Certifico e dou fé que procedi ao cadastro do mandado(s) de levantamento eletrônico via sistema do Portal de Custas gravado sob n° 20190326144433084651 referente ao depósito de fls. 176/177, no valor de 726,64 em favor de ARRUDA MUNHOZ SOCIEDADE DE ADVOGADOS, conforme r. Decisão de fl(s). 184. Certifico mais que este foi encaminhado para conferência do Escrivão ou de seu Substituto Legal para posterior assinatura do(a) MM(a). Juiz(a), se em termos para tanto.",H:Ativo
5047,Remetidos os Autos para a Administração - Destruição,H:Arquivado
5048,Arquivado Definitivamente CAIXA 2387/2017,H:Arquivado
5049,Arquivado Definitivamente PACOTE 3026/2017 - EXTINTO,H:Arquivado
5050,Arquivado Definitivamente,H:Arquivado
5051,Despacho,H:Ativo
5052,Certidão de Publicação Expedida Relação :0132/2018 Data da Disponibilização: 06/08/2018 Data da Publicação: 07/08/2018 Número do Diário: 2631 Página: 2180,H:Ativo
5053,Arquivado Definitivamente EXTINTO NÃO INCINERADO -DIV. CX. 13957/2018,H:Arquivado
5054,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5055,Decurso de Prazo sem manifestação,H:Suspenso
5056,"Certidão de Cartório Expedida Certifico e dou fé que não houve manifestação do exequente e que encaminhei os autos ao arquivo provisório, aguardando provocação. Nada Mais.",H:Suspenso
5057,Suspensão do Prazo Prazo referente ao usuário foi alterado para 17/04/2019 devido à alteração da tabela de feriados,H:Ativo
5058,Arquivado Definitivamente PACOTE 2661/2016 - EXTINTO,H:Arquivado
5059,Arquivado Definitivamente,H:Arquivado
5060,Certidão de Publicação Expedida Relação :0008/2019 Data da Disponibilização: 16/01/2019 Data da Publicação: 21/01/2019 Número do Diário: 2729 Página: 723/760,H:Ativo
5061,Carta de Citação Expedida Carta - Citação - Título Executivo Extrajudicial - Cível - NOVO CPC,H:Ativo
5062,Arquivado Definitivamente,H:Arquivado
5063,Suspensão do Prazo Prazo referente ao usuário foi alterado para 18/12/2018 devido à alteração da tabela de feriados,H:Ativo
5064,Certidão de Publicação Expedida Relação :0099/2019 Data da Disponibilização: 20/03/2019 Data da Publicação: 21/03/2019 Número do Diário: 2771 Página: 1483/1490,H:Ativo
5065,Certidão de Publicação Expedida Relação :0117/2019 Data da Disponibilização: 25/02/2019 Data da Publicação: 26/02/2019 Número do Diário: 2756 Página: 1611/1625,H:Arquivado
5066,Certidão de Publicação Expedida Relação :0118/2016 Data da Disponibilização: 22/07/2016 Data da Publicação: 25/07/2016 Número do Diário: 2163 Página: 943/985,H:Arquivado
5067,Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s),H:Arquivado
5068,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5069,Guia Juntada,H:Arquivado
5070,"Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico que o recurso de fls.174/197, interposto contra os Embargos pela parte ré, é tempestivo, e que as custas foram recolhidas em valor maior e menor do que o estabelecido pelas normas da corregedoria, sendo que as custas  recolhidas   a   menor (-),   são   compensáveis   e,   o   valor   recolhido   a   maior   é  suficiente   para   a compensação, conforme valores abaixo transcritos:

Conta/ Receita   - 

(1104-9) R$ (-) 23,85 ;                            (1110-6 ) R$ 136,57 ;      
     
(2001-6)  R$ 11,27;                                 (6898-0000208-9)  R$ 5,64; 
             
(6898-0000215-1)  R$ 5,64;                   (2212-0) R$  19,51;   

(2101-4) R$  730,00 .


Remeto os autos à conclusão a V.Exa.",H:Ativo
5071,Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho,H:Arquivado
5072,Certidão de Remessa da Intimação Para o Portal Eletrônico Expedida Certidão - Remessa da Intimação para o Portal Eletrônico,H:Ativo
5073,Arquivado Provisoriamente 1º/8º VL.,H:Suspenso
5074,Arquivado Definitivamente,H:Arquivado
5075,"Baixa Definitiva Extinto nos termos do art. 924, II, Código de Processo Civil.",H:Arquivado
5076,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5077,Certidão de Publicação Expedida Relação :0011/2019 Data da Disponibilização: 23/01/2019 Data da Publicação: 24/01/2019 Número do Diário: 2734 Página: 1634/1658,H:Ativo
5078,"Remetidos os Autos para a Justiça Federal (movimentação exclusiva do distribuidor) Por r dec. de 26.10.2015 (fls.154), foi determinado a remessa dos autos à Justiça Federal de Barueri.",H:Ativo
5079,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 6ª Vara de Fazenda Pública,H:Ativo
5080,Arquivado Definitivamente Arquivado e remetido à Recall em 02/5/17,H:Arquivado
5081,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5082,Certidão de Publicação Expedida Relação :0598/2018 Data da Disponibilização: 11/12/2018 Data da Publicação: 12/12/2018 Número do Diário: 2715 Página: 3125-3128,H:Ativo
5083,Certidão de Publicação Expedida Relação :0111/2016 Data da Disponibilização: 27/10/2016 Data da Publicação: 31/10/2016 Número do Diário: 2230 Página: 246/262,H:Arquivado
5084,Baixa Definitiva,H:Arquivado
5085,Remetidos os Autos à Minuta,H:Ativo
5086,"Arquivado Definitivamente Remessa ao arquivo geral pacote 7239/17 - 1º vol. 9001972304727, 2º vol. 9001972304728 - controle 1739/06",H:Arquivado
5087,Arquivado Definitivamente Remessa dos Autos ao Arquivo Geral no Pacote: 3597/2016.,H:Arquivado
5088,Arquivado Definitivamente ARQUIVADO CX. 4711/2016,H:Arquivado
5089,Decisão,H:Ativo
5090,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5091,Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital,H:Arquivado
5092,Baixa Definitiva,H:Arquivado
5093,Arquivado Definitivamente,H:Arquivado
5094,Arquivo em Guarda permanente CAIXA 53522016 ENCAMINHADO PARA A RECALL,H:Suspenso
5095,Recebidos os Autos da Defensoria Pública Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 2ª. Vara Criminal,H:Ativo
5096,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:6348Situação:Em fase de encaminhamento ao arquivo,H:Arquivado
5097,Arquivados Os Autos Definitivamente,H:Ativo
5098,Baixa Definitiva,H:Arquivado
5099,Petição Juntada Nº Protocolo: WFPA.18.70332681-0 Tipo da Petição: Petições Diversas Data: 28/08/2018 15:57,H:Ativo
5100,Certidão de Publicação Expedida Relação :0259/2018 Data da Disponibilização: 05/07/2018 Data da Publicação: 06/07/2018 Número do Diário: 2610 Página: 1335/1338,H:Ativo
5101,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5102,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo,H:Ativo
5103,Certidão de Publicação Expedida Relação :0022/2019 Data da Disponibilização: 11/02/2019 Data da Publicação: 12/02/2019 Número do Diário: 2746 Página: 538/546-27,H:Ativo
5104,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados,H:Arquivado
5105,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5106,Tipo do Movimento:Juntada - Petição Número do Documento:201901172892 - Prog Comarca de Niterói,H:Ativo
5107,Apensamento Apensado ao Processo 0071328-67.2007.8.26.0576 Incidente - 1 em 15/03/2013. Res. 65. Implantação da Resolução 65 - Numeração Única,H:Arquivado
5108,Trânsito em Julgado às partes - com Baixa,H:Arquivado
5109,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Pac.; 7101/2018 - 1ºe2ºvol.,H:Ativo
5110,Início da Execução Juntado 0007309-49.2019.8.26.0053 - Cumprimento de Sentença contra a Fazenda Pública,H:Ativo
5111,Certidão de Publicação Expedida Relação :0456/2016 Data da Disponibilização: 13/10/2016 Data da Publicação: 14/10/2016 Número do Diário: 2220 Página: 1618/1622,H:Arquivado
5112,Arquivado Definitivamente Cx.7010/16,H:Arquivado
5113,"Ato ordinatório P.37: Ofício já está assinado digitalmente, disponível para impressão pela internet e encaminhamento; comprove-se a distribuição dentro do prazo legal.",H:Ativo
5114,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
5115,Arquivado Definitivamente,H:Arquivado
5116,Arquivado Definitivamente,H:Arquivado
5117,Tipo do Movimento:Devolução de Carta Precatória ,H:Ativo
5118,Trânsito em Julgado às partes - Proc. em Andamento EM 01.02.2018,H:Suspenso
5119,Arquivado Definitivamente,H:Arquivado
5120,Arquivado Definitivamente arquivado maço nº 2118/2018.,H:Arquivado
5121,Arquivado Provisoriamente ARQUIVO PROV. 06/02,H:Suspenso
5122,Baixa Definitiva,H:Arquivado
5123,Tipo do Movimento:Recebidos os autos ,H:Ativo
5124,Documento Juntado,H:Ativo
5125,Remetidos os Autos à Minuta AUTOS 142/19 - 2º VOL,H:Ativo
5126,Certidão de Publicação Expedida Relação :0036/2019 Data da Disponibilização: 17/01/2019 Data da Publicação: 21/01/2019 Número do Diário: 2730 Página: 429/477,H:Ativo
5127,"Autos Destruídos Processos destruídos em 25 de maio de 2017 de acordo com o provimento de nº 30/2013 da Corregedoria Geral da Justiça e Normas de Serviços, artigo 74, § 2º e 103, relacionado no edital de nº 02/2017 publicado no DJE em 12 de abril de 2017, cad. Editais e Leilões, pág 215/227.",H:Arquivado
5128,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5129,Início da Execução Juntado 0013900-95.2017.8.26.0053 - Cumprimento de sentença,H:Ativo
5130,Certidão de Remessa da Intimação Para o Portal Eletrônico Expedida Certidão - Remessa da Intimação para o Portal Eletrônico,H:Ativo
5131,Certidão de Publicação Expedida Relação :0204/2018 Data da Disponibilização: 19/07/2018 Data da Publicação: 20/07/2018 Número do Diário: 2619 Página: 1445/1452,H:Ativo
5132,Arquivado Definitivamente,H:Arquivado
5133,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo,H:Arquivado
5134,Arquivado Definitivamente,H:Arquivado
5135,Arquivado Definitivamente,H:Arquivado
5136,"Trânsito em Julgado às partes - Proc. em Andamento CERTIDÃO Processo Físico n°:0003442-97.2009.8.26.0053 Classe - Assunto:Procedimento Ordinário - Assunto Principal do Processo << Nenhuma informação disponível >> Requerente:Carolina Maria de Oliveira e Silva e outros Requerido:Fazenda Publica do Estado de São Paulo - FESP Prioridade Idoso CERTIDÃO - TRÂNSITO EM JULGADO Certifico e dou fé que a r. sentença de fls. 295/296, transitou em julgado em 14/05/2015,nos termos do artigo 794-I do CPC. Nada Mais. São Paulo, 17 de junho de 2015. Eu, ___, Maria das Graças da Conceição, Escrevente Técnico Judiciário.",H:Arquivado
5137,Tipo do Movimento:Envio de Documento Eletrônico Documentos Digitados:Mandado de Intimação p/ fins diversos.Mandado de Citação e Intimação (Interdição)Nome da Central Destinatária:ITALVA-CARDOSO MOREIRA NAROJAData de Recebimento pelo OJA: 28/03/2019,H:Ativo
5138,Certidão de Publicação Expedida Relação :0052/2019 Data da Disponibilização: 21/02/2019 Data da Publicação: 22/02/2019 Número do Diário: 2754 Página: 540/558,H:Ativo
5139,Arquivado Definitivamente,H:Arquivado
5140,Recebidos os Autos da Procuradoria do Município Tipo de local de destino: Cartório Especificação do local de destino: Unidade de Processamento das Execuções contra a Fazenda Pública da Comarca da Capital - UPEFAZ,H:Ativo
5141,Conclusos para Decisão,H:Arquivado
5142,Certidão de Publicação Expedida Relação :1266/2018 Data da Disponibilização: 23/10/2018 Data da Publicação: 24/10/2018 Número do Diário: 2685 Página: 1735/1748,H:Arquivado
5143,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
5144,Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 5ª Vara Criminal,H:Arquivado
5145,Remetidos os Autos para a Administração - Destruição autos destruídos em 19/01/2018,H:Arquivado
5146,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14746Maço recebido pelo arquivo em:10/07/2014Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5147,"Edital 20/2016Publicado No Doe Nº 3199, Em 26/01/2016 Publicação De Edital",H:Arquivado
5148,Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público,H:Ativo
5149,Arquivados Os Autos Definitivamente,H:Ativo
5150,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
5151,"Trânsito em Julgado às partes - Proc. em Andamento CERTIDÃO - TRÂNSITO EM JULGADOCertifico e dou fé que a r. sentença de fls. 490 transitou em julgado em 12/01/2017. Nada Mais. Ipua, 05 de maio de 2017. Eu, ___, Renata Moraes Maito, Escrevente Técnico Judiciário.",H:Arquivado
5152,Arquivado Definitivamente,H:Arquivado
5153,Suspensão do Prazo Prazo referente à carga foi alterado para 27/01/2021 devido à alteração da tabela de feriados,H:Ativo
5154,Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Execução de Título Extrajudicial - Número: 80019 - Protocolo: FBDO19000114501,H:Ativo
5155,Arquivado Definitivamente,H:Arquivado
5156,Ato Ordinatório - Não Publicável Reitere-se o ofício copiado a fls. 331.,H:Suspenso
5157,Arquivado Provisoriamente - Execução Frustrada,H:Suspenso
5158,Suspensão do Prazo Prazo referente ao usuário foi alterado para 06/02/2019 devido à alteração da tabela de feriados,H:Ativo
5159,Autos Destruídos PA 02/18,H:Arquivado
5160,Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 13ª Vara de Fazenda Pública,H:Ativo
5161,Despacho,H:Ativo
5162,Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Retornou para Caixa nº 059/2011 - Arquivo Provisório,H:Arquivado
5163,Certidão de Publicação Expedida Relação :0256/2018 Data da Disponibilização: 15/10/2018 Data da Publicação: 16/10/2018 Número do Diário: 2679 Página: 1205/1211,H:Arquivado
5164,Autos Entregues em Carga ao Advogado do Autor Tipo de local de destino: Advogado Especificação do local de destino: Fernando Igor Lemos,H:Arquivado
5165,Arquivado Definitivamente,H:Arquivado
5166,Cancelada a Distribuição (movimentação exclusiva do distribuidor) Conforme despacho de fls. 18 em 27/01/2016.,H:Arquivado
5167,Arquivado Definitivamente Pacote 2017/4454,H:Arquivado
5168,Baixa Definitiva art. 487 inc. III do CPC,H:Arquivado
5169,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
5170,Distribuído Por Sorteio,H:Suspenso
5171,Certidão de Cartório Expedida Certidão - Genérica,H:Arquivado
5172,Arquivado Definitivamente,H:Arquivado
5173,Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:14093Maço recebido pelo arquivo em:24/07/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro,H:Arquivado
5174,Mandado Juntado,H:Ativo
5175,"Trânsito em Julgado às partes Certifico e dou fé que a r. sentença de fls. 118, transitou em julgado em 16/11/2017",H:Ativo
5176,Cancelada a Distribuição (movimentação exclusiva do distribuidor) Determinação judicial fls. 58,H:Ativo
5177,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5178,"Arquivado Definitivamente 924, II DO CPC",H:Arquivado
5179,Arquivado Definitivamente,H:Arquivado
5180,Arquivado Provisoriamente,H:Suspenso
5181,Conclusos para Despacho,H:Ativo
5182,Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital,H:Ativo
5183,Certidão de Cartório Expedida OS AUTOS DO EMBARGOS À EXEUÇÃO ENCONTRAM-SE EM GRAU DE RECURSO,H:Ativo
5184,Trânsito em Julgado às partes - Proc. em Andamento Certidão - Trânsito em Julgado,H:Ativo
5185,Arquivado Definitivamente,H:Arquivado
5186,Recebidos os Autos da Procuradoria do Estado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da Vara das Execuções Fiscais Estaduais,H:Arquivado
5187,Certidão de Publicação Expedida Relação :0076/2019 Data da Disponibilização: 22/03/2019 Data da Publicação: 25/03/2019 Número do Diário: 2773 Página: 1191-1239,H:Ativo
5188,Documento Juntado,H:Ativo
5189,Serventuário E - CERT. PZ - 22.11.2018.,H:Suspenso
5190,Suspensão do Prazo Prazo referente ao usuário foi alterado para 09/04/2019 devido à alteração da tabela de feriados,H:Ativo
5191,Arquivado Definitivamente,H:Arquivado
5192,Tipo do Movimento:Decurso de Prazo ,H:Ativo
5193,Arquivado Definitivamente Autos arquivado na caixa 2703/2018 - 17/10/2018,H:Arquivado
5194,Certidão de Cartório Expedida Certidão - Genérica,H:Suspenso
5195,Arquivado Definitivamente,H:Arquivado
5196,Certidão de Publicação Expedida Relação :0151/2018 Data da Disponibilização: 23/07/2018 Data da Publicação: 24/07/2018 Número do Diário: 2621 Página: 1058/1073,H:Ativo
5197,Certidão de Cartório Expedida Certidão - Genérica,H:Ativo
